Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Funding,Investor 1,Investor 2,Investor 3,Investor 4,No of Investors
Jokr,$1B,02-12-2021,E-commerce & direct-to-consumer,New York,United States,North America,2021,$430M,GGV Capital, Tiger Global Management, Greycroft,,3
LivSpace,$1B,08-02-2022,E-commerce & direct-to-consumer,Bengaluru,India,Asia,2015,$427M,Jungle Ventures, Helion Venture Partners, INGKA Investments,,3
Merama,$1B,09-12-2021,E-commerce & direct-to-consumer,Mexico City,Mexico,North America,2020,$345M,SoftBank Latin America Fund, Advent International, Balderton Capital,,3
MindTickle,$1B,03-08-2021,Internet software & services,San Francisco,United States,North America,2012,$281M,Qualcomm Ventures, Accel, Canaan Partners,,3
MyGlamm,$1B,10-11-2021,E-commerce & direct-to-consumer,Mumbai,India,Asia,2015,$310M,L'Occitane, Trifecta Capital, Bessemer Venture Partners,,3
Oda,$1B,02-06-2021,E-commerce & direct-to-consumer,Oslo,Norway,Europe,2013,$337M,Kinnevik, Softbank Group, Prosus Ventures,,3
Offchain Labs,$1B,31-08-2021,Internet software & services,Princeton,United States,North America,2018,$124M,Pantera Capital, Polychain Capital, Lightspeed Venture Partners,,3
Phantom,$1B,31-01-2022,Fintech,San Francisco,United States,North America,2021,$118M,Paradigm, Andreessen Horowitz, Jump Capital,,3
Pilot.com,$1B,26-03-2021,Fintech,San Francisco,United States,North America,2016,$161M,Index Ventures, Sequoia Capital, Bezos Expeditions,,3
Prime Medicine,$1B,13-07-2021,Health,Cambridge,United States,North America,2019,$315M,Newpath Partners, Google Ventures, F-Prime Capital,,3
Public,$1B,17-02-2021,Fintech,New York,United States,North America,2008,$309M,Accel, Greycroft, Advancit Capital,,3
Qumulo,$1B,16-07-2020,Data management & analytics,Seattle,United States,North America,2012,$347M,Madrona Venture Group, Kleiner Perkins Caufield & Byers, Highland Capital Partners,,3
Rohlik,$1B,01-07-2021,"Supply chain, logistics, & delivery",Prague,Czech Republic,Europe,2019,$380M,Partech Partners, Index Ventures, Quadrille Capital,,3
SeekOut,$1B,12-01-2022,Internet software & services,Bellevue,United States,North America,2017,$189M,Mayfield, Madrona Venture Group, Tiger Global Management,,3
SmartMore,$1B,24-06-2021,Artificial Intelligence,Shenzhen,China,Asia,2019,$300M,IDG Capital, ZhenFund, Sequoia Capital China,,3
Tealium,$1B,03-02-2021,Internet software & services,San Diego,United States,North America,2008,$264M,Georgian Partners, Silver Lake, Presidio Ventures,,3
UpGrad,$1B,09-08-2021,Edtech,Mumbai,India,Asia,2015,$194M,Qualcomm Ventures, Accel, Canaan Partners,,3
Workhuman,$1B,23-06-2020,Internet software & services,Dublin,Ireland,Europe,1999,$9M,ICG,,,,1
Xpressbees,$1B,09-02-2022,"Supply chain, logistics, & delivery",Pune,India,Asia,2012,$573M,Norwest Venture Partners, Investcorp, Blackstone,,3
L&P Cosmetic,$1B,01-01-2016,Consumer & retail,Seoul,South Korea,Asia,2009,$33M,CDIB Capital,,,,1
Mininglamp Technology,$1B,27-03-2019,Artificial intelligence,Beijing,China,Asia,2014,$787M,Russia-China Investment Fund, Tencent Holdings, Sequoia Capital China,,3
Luoji Siwei,$1B,20-07-2017,Edtech,Beijing,China,Asia,2012,$144M,Sequoia Capital China, Qiming Venture Partners, Tencent Holdings,,3
IRL,$1B,15-06-2021,Internet software & services,San Francisco,United States,North America,2017,$197M,Goodwater Capital, Floodgate, Founders Fund,,3
Modern Health,$1B,11-02-2021,Health,San Francisco,United States,North America,2017,$167M,Kleiner Perkins Caufield & Byers, Afore Capital, Founders Fund,,3
Tuhu,$1B,15-09-2018,Auto & transportation,Shanghai,China,Asia,2011,$875M,Qiming Venture Partners, Yaxia Automobile, Far East Horizon,,3
CloudBees,$1B,09-12-2021,Data management & analytics,San Jose,United States,North America,2010,$236M,Matrix Partners, Lightspeed Venture Partners, Verizon Ventures,,3
Elemy,$1B,06-10-2021,Health,San Francisco,United States,North America,2019,$323M,General Catalyst, Bling Capital, Felicis Ventures,,3
Guideline,$1B,16-06-2021,Fintech,San Mateo,United States,North America,2015,$339M,Pelion Venture Partners, Foundation Capital, Thoma Bravo,,3
Happy Money,$1B,08-02-2022,Fintech,Tustin,United States,North America,2009,$192M,FirstMark Capital, Anthemis, CMFG Ventures,,3
Rebellion Defense,$1B,16-09-2021,Artificial intelligence,Washington DC,United States,North America,2019,$150M,Venrock, Innovation Endeavors, Insights Partners,,3
STORD,$1B,13-09-2021,"Supply chain, logistics, & delivery",Atlanta,United States,North America,2015,$205M,Dynamo VC, Susa Ventures, Founders Fund,,3
At-Bay,$1B,27-07-2021,Fintech,Mountain View,United States,North America,2016,$292M,Lightspeed Venture Partners, Khosla Ventures, Munich Re Ventures,,3
TELD,$1B,16-12-2019,Fintech,Qingdao,China,Asia,2014,$396M,China Reform Fund, Gaopeng Capital, Jinhui Xingye,,3
Acko General Insurance,$1B,28-10-2021,Fintech,Bengaluru,India,Asia,2016,$458M,Intact Ventures, Munich Re Ventures, General Atlantic,,3
apna,$1B,15-09-2021,Internet software & services,Bengaluru,India,Asia,2019,$193M,Sequoia Capital India, Rocketship.vc, Lightspeed India Partners,,3
Beyond Identity,$1B,22-02-2022,Cybersecurity,New York,United States,North America,2019,$205M,New Enterprise Associates, Koch Disruptive Technologies, Evolution Equity Partners,,3
Carousell,$1B,15-09-2021,E-commerce & direct-to-consumer,,Singapore,Asia,2012,$288M,500 Global, Rakuten Ventures, Golden Gate Ventures,,3
Chief,$1B,31-03-2022,Other,New York,United States,North America,2019,$140M,General Catalyst, Inspired Capital, Flybridge Capital Partners,,3
CoinDCX,$1B,10-08-2021,Fintech,Maharashtra,India,Asia,2017,$109M,Polychain Capital, Coinbase Ventures, Jump Capital,,3
Daily Harvest,$1B,16-11-2021,E-commerce & direct-to-consumer,New York,United States,North America,2014,$120M,M13, Lightspeed Venture Partners, Lone Pine Capital,,3
Enpal,$1B,18-10-2021,Internet software & services,Berlin,Germany,Europe,2017,$304M,HV Capital, Softbank Group, BlackRock,,3
eSentire,$1B,22-02-2022,Cybersecurity,Waterloo,Canada,North America,2001,$186M,Edison Partners, Georgian Partners, VentureLink,,3
Firefly Aerospace,$1B,04-05-2021,Other,Cedar Park,United States,North America,2014,$172M,XBTO Ventures, Raven One Ventures, SK Ventures,,3
Fundbox,$1B,30-11-2021,Fintech,San Francisco,United States,North America,2013,$404M,Khosla Ventures, General Catalyst, Blumberg Capital,,3
G2,$1B,22-06-2021,Internet software & services,Chicago,United States,North America,2012,$258M,Pritzker Group Venture Capital, Accel, Hyde Park Venture Partners,,3
Gaussian Robotics,$1B,10-11-2021,Hardware,Shanghai,China,Asia,2013,$325M,BlueRun Ventures, Grand Flight Investment, Meituan Dianping,,3
GetYourGuide,$1B,16-05-2019,Travel,Berlin,Germany,Europe,2009,$656M,Spark Capital, Highland Europe, Sunstone Capital,,3
GlobalBees,$1B,28-12-2021,E-commerce & direct-to-consumer,New Delhi,India,Asia,2021,$185M,Chiratae Ventures, SoftBank Group, Trifecta Capital,,3
Ivalua,$1B,21-05-2019,Fintech,Redwood City,United States,North America,2000,$134M,Ardian, Tiger Global Management, KKR,,3
Juanpi,$1B,14-04-2016,E-commerce & direct-to-consumer,Wuhan,China,Asia,2012,$136M,Tiantu Capital, SAIF Partners China, Newsion Venture Capital,,3
Karat,$1B,13-10-2021,Internet software & services,Seattle,United States,North America,2014,$169M,8VC, Norwest Venture Partners, Tiger Global Management,,3
LEAD School,$1B,13-01-2022,Edtech,Andheri,India,Asia,2012,$166M,WestBridge Capital, GSV Ventures, Elevar Equity,,3
Nexthink,$1B,08-02-2021,Data management & analytics,Prilly,Switzerland,Europe,2004,$346M,Auriga, Galeo Ventures, Highland Europe,,3
People.ai,$1B,11-08-2021,Internet software & services,San Francisco,United States,North America,2017,$200M,GGV Capital, Lightspeed Venture Partners, ICONIQ Capital,,3
Pharmapacks,$1B,12-11-2020,E-commerce & direct-to-consumer,Islandia,United States,North America,2010,$433M,The Carlyle Group,,,,1
Rightway,$1B,30-03-2021,Health,New York,United States,North America,2017,$130M,Thrive Capital, Khosla Ventures, Tiger Global Management,,3
Sennder,$1B,14-01-2021,"Supply chain, logistics, & delivery",Berlin,Germany,Europe,2015,$340M,Accelm Scania Growth Capital, Lakestar,,,2
Sisense,$1B,09-01-2020,Data management & analytics,New York,United States,North America,2004,$274M,Opus Capital, Genesis Partners, Battery Ventures,,3
Staffbase,$1B,15-03-2022,Internet software & services,Chemnitz,Germany,Europe,2014,$307M,Insight Partners, e.ventures, General Atlantic,,3
Sunbit,$1B,20-05-2021,Fintech,Los Angeles,United States,North America,2016,$210M,Zeev Ventures, Group11, Chicago Ventures,,3
TangoMe,$1B,20-03-2014,Mobile & telecommunications,Mountain View,United States,North America,2009,$361M,Draper Fisher Jurtson, Qualcomm Ventures, Alibaba Group,,3
The Bank of London,$1B,30-11-2021,Fintech,London,United Kingdom,Europe,2018,$90M,Mangrove Capital Partners,14W, ForgeLight,,3
Zego,$1B,09-03-2021,Fintech,London,United Kingdom,Europe,2016,$202M,LocalGlobe, Balderton Capital, Target Global,,3
Nxin,$1B,18-09-2018,Internet software & services,Beijing,China,Asia,2015,$53M,Beijing Juneng Hesheng Industry Investment Fund, Beijing Shuju Xinrong Fund,,,2
Mamaearth,$1B,28-12-2021,E-commerce & direct-to-consumer,Gurgaon,India,Asia,2016,$111M,Fireside Ventures, Sequoia Capital India, Stellaris Venture Partners,,3
Radius Payment Solutions,$1B,27-11-2017,Fintech,Crewe,United Kingdom,Europe,1990,$200M,Inflexion Private Equity,,,,1
Rivigo,$1B,11-07-2019,"Supply chain, logistics, & delivery",Gurgaon,India,Asia,2014,$247M,SAIF Partners India, Warburg Pincus, Trifecta Capital Advisors,,3
Rubicon,$1B,25-08-2017,Other,Atlanta,United States,North America,2008,$223M,Goldman Sachs, Leonardo DiCaprio, Promecap,,3
Socar,$1B,16-10-2020,Auto & transportation,Jeju-do,South Korea,Asia,2012,$408M,Bain Capital, Altos Ventures, Songhyun Investment,,3
MobileCoin,$1B,07-07-2021,Fintech,San Francisco,United States,North America,2018,$107M,General Catalyst, Future Ventures, AU21,,3
Density,$1B,10-11-2021,Hardware,San Francisco,United States,North America,2014,$217M,Founders Fund, Upfront Ventures, 01 Advisors,,3
Instabase,$1B,21-10-2019,Data management & analytics,San Francisco,United States,North America,2015,$132M,New Enterprise Associates, Greylock Partners, Andreessen Horowitz,,3
Jiuxian,$1B,30-07-2015,E-commerce & direct-to-consumer,Beijing,China,Asia,2009,$250M,Sequoia Capital China, Rich Land Capital, Merrysunny Wealth,,3
Matrixport,$1B,01-06-2021,Fintech,,Singapore,Asia,2019,$100M,Dragonfly Captial, Qiming Venture Partners, DST Global,,3
Mixpanel,$1B,15-11-2021,Internet software & services,San Francisco,United States,North America,2009,$277M,Bain Capital Tech Opportunities, Andreessen Horowitz, Sequoia Capital,,3
Sendbird,$1B,06-04-2021,Mobile & telecommunications,San Mateo,United States,North America,2013,$221M,FundersClub, Y Combinator, Tiger Global Management,,3
OrCam Technologies,$1B,20-02-2018,Artificial intelligence,Jerusalem,Israel,Asia,2010,$86M,Intel Capital, Aviv Venture Capital,,,2
Leap Motor,$1B,20-11-2018,Auto & transportation,Hangzhou,China,Asia,2015,$1B,Sequoia Capital China, Gopher Asset Management, Shanghai Electric Group,,3
1KMXC,$1B,30-08-2021,Hardware,Hangzhou,China,Asia,2014,$86M,Goldman Sachs Asset Management, SDP Investment, Alibaba Group,,3
58 Daojia,$1B,12-10-2015,Internet software & services,Beijing,China,Asia,2014,$300M,KKR, Alibaba Group, Ping An Insurance,,3
Agile Robots,$1B,09-09-2021,Hardware,Munich,Germany,Europe,2018,$240M,Hillhouse Capital Management, Sequoia Capital China, Linear Venture,,3
Aibee,$1B,13-04-2021,Artificial intelligence,Beijing,China,Asia,2017,$273M,Sequoia Capital China, Lenovo Capital and Incubator, Group GSR Ventures,,3
Aircall,$1B,23-06-2021,Internet software & services,New York,United States,North America,2014,$226M,Balderton Capital, Next World Capital, Draper Esprit,,3
Ajaib,$1B,04-10-2021,Fintech,Jakarta,Indonesia,Asia,2018,$245M,Softbank Ventures Asia, Alpha JWC Ventures, Insignia Ventures Partners,,3
Alto Pharmacy,$1B,30-01-2020,Health,San Francisco,United States,North America,2015,$524M,Jackson Square Ventures, Greenoaks Capital Management, Softbank Group,,3
Amagi,$1B,16-03-2022,Internet software & services,Bengaluru,India,Asia,2008,$240M,Mayfield, Accel, Norwest Venture Partners,,3
Amount,$1B,17-05-2021,Fintech,Chicago,United States,North America,2019,$243M,Invus Group, Hanaco Venture Capital, WestCap Group,,3
Amperity,$1B,13-07-2021,Artificial intelligence,Seattle,United States,North America,2016,$187M,Madrona Venture Group, Tiger Global Management, Madera Technology Partners,,3
Anyscale,$1B,07-12-2021,Artificial Intelligence,Berkeley,United States,North America,2019,$160M,Andreessen Horowitz, Intel Capital, Foundation Capital,,3
Aptos,$1B,15-03-2022,Internet software & services,Palo Alto,United States,North America,2021,$200M,Andreessen Horowitz, Coinbase Ventures, Tiger Global Management,,3
Aqua Security,$1B,10-03-2021,Cybersecurity,Ramat Gan,Israel,Asia,2015,$265M,TLV Partners, Lightspeed Venture Partners, M12,,3
Assembly,$1B,21-09-2021,Internet software & services,Culver City,United States,North America,2019,Unknown,Advent International, PSG, Providence Equity Partners,,3
Assent,$1B,06-01-2022,"Supply chain, logistics, & delivery",Ottawa,Canada,North America,2010,$534M,Vista Equity Partners, Warburg Pincus, First Ascent Ventures,,3
Augury,$1B,26-10-2021,Artificial intelligence,New York,United States,North America,2011,$294M,Lerer Hippeau, Munich Re Ventures, Eclipse Ventures,,3
Axelar,$1B,15-02-2022,Internet software & services,Waterloo,Canada,North America,2020,$64M,Lemniscap VC, North Island Ventures, Polychain Capital,,3
Axiom Space,$1B,16-02-2021,Other,Houston,United States,North America,2016,$150M,C5 Capital, Hemisphere Ventures, The Venture Collective,,3
Banma Network Technologies,$1B,13-09-2018,Auto & transportation,Shanghai,China,Asia,2015,$697M,Yunfeng Capital, SDIC Innovation Investment Management, Shang Qi Capital,,3
BeiBei,$1B,22-01-2015,E-commerce & direct-to-consumer,Hangzhou,China,Asia,2011,$224M,Banyan Capital, New Horizon Capital, IDG Capital Partners,,3
BenevolentAI,$1B,02-06-2015,Artificial intelligence,London,United Kingdom,Europe,2013,$292M,Woodford Investment Management,,,,1
Berlin Brands Group,$1B,01-09-2021,E-commerce & direct-to-consumer,Berlin,Germany,Europe,2005,$800M,Ardian, Bain Capital,,,2
Betterfly,$1B,01-02-2022,Artificial intelligence,Santiago,Chile,South America,2018,$205M,QED Investors, DST Global, Endeavor,,3
BitFury,$1B,06-11-2018,Hardware,Amsterdam,Netherlands,Europe,2011,$170M,Georgian Co-Investment Fund, iTech Capital, Galaxy Digital,,3
BlackBuck,$1B,22-07-2021,"Supply chain, logistics, & delivery",Bengaluru,India,Asia,2015,$352M,Accel, Sands Capital, International Finance Corporation,,3
Bluecore,$1B,05-08-2021,Artificial intelligence,New York,United States,North America,2013,$238M,FirstMark Capital, Georgian Partners, Norwest Venture Partners,,3
BlueVoyant,$1B,23-02-2022,Cybersecurity,New York,United States,North America,2017,$526M,8VC, Liberty Strategic Capital, Eden Global Partners,,3
bolttech,$1B,01-07-2021,Fintech,,Singapore,Asia,2018,$210M,Mundi Ventures, Doqling Capital Partners, Activant Capital,,3
Boom Supersonic,$1B,16-12-2020,Other,Englewood,United States,North America,2014,$241M,WRVI Capital, Caffeinated Capital, Y Combinator,,3
Bringg,$1B,16-06-2021,"Supply chain, logistics, & delivery",Tel Aviv,Israel,Asia,2013,$185M,Salesforce Ventures, next47, Pereg Ventures,,3
C2FO,$1B,07-08-2019,Fintech,Leawood,United States,North America,2008,$538M,Union Square Ventures, Summerhill Venture Partners, Mithril Capital Management,,3
Cadence,$1B,14-12-2021,Health,New York,United States,North America,2020,$141M,Thrive Capital, General Catalyst, Coatue Management,,3
CAIS,$1B,11-01-2022,Fintech,New York,United States,North America,2009,$406M,Franklin Templeton, Motive Partners, Apollo Global Management,,3
Cameo,$1B,30-03-2021,Internet software & services,Chicago,United States,North America,2016,$165M,Lightspeed Venture Partners, Kleiner Perkins Caufield & Byers, Origin Ventures,,3
Capsule,$1B,28-04-2021,Health,New York,United States,North America,2016,$570M,Thrive Capital, Durable Capital Partners, G Squared,,3
CargoX,$1B,21-10-2021,"Supply chain, logistics, & delivery",Sao Paulo,Brazil,South America,2015,$390M,Valor Capital Group, Lightrock, Softbank Group,,3
Carro,$1B,14-06-2021,E-commerce & direct-to-consumer,,Singapore,Asia,2015,$595M,SingTel Innov8, Alpha JWC Ventures, Golden Gate Ventures,,3
Carson Group,$1B,14-07-2021,Fintech,Lincoln,United States,North America,2012,Unknown,Bain Capital,,,,1
CHEQ,$1B,22-02-2022,Cybersecurity,New York,United States,North America,2014,$182M,Battery Ventures, Tiger Global Management, Hanaco Ventures,,3
Chronosphere,$1B,07-10-2021,Data management & analytics,New York,United States,North America,2019,$254M,Greylock Partners, Lux Capital, General Atlantic,,3
Cider,$1B,02-09-2021,E-commerce & direct-to-consumer,,Hong Kong,Asia,2020,$140M,Andreessen Horowitz, DST Global, IDG Capital,,3
Clara,$1B,06-12-2021,Fintech,Mexico City,Mexico,North America,2020,$109M,DST Global, General Catalyst, Monashees+,,3
Clearcover,$1B,13-04-2021,Fintech,Chicago,United States,North America,2016,$305M,American Family Ventures, Cox Enterprises, OMERS Ventures,,3
CommerceIQ,$1B,21-03-2022,Artificial Intelligence,Palo Alto,United States,North America,2012,$196M,Trinity Ventures, Madrona Venture Group, Shasta Ventures,,3
Contrast Security,$1B,09-11-2021,Cybersecurity,Los Altos,United States,North America,2014,$269M,Acero Capital, General Catalyst, M12,,3
Darwinbox,$1B,25-01-2022,Internet software & services,Hyderabad,India,Asia,2015,$107M,Lightspeed India Partners, Sequoia Capital India, Endiya Partners,,3
Dental Monitoring,$1B,21-10-2021,Health,Paris,France,Europe,2014,$232M,Vitruvian Partners, Merieux Equity Partners, Straumann,,3
DianRong,$1B,02-08-2017,E-commerce & direct-to-consumer,Shanghai,China,Asia,2012,$549M,Standard Chartered, FinSight Ventures, Affirma Capital,,3
Drata,$1B,08-11-2021,Cybersecurity,San Diego,United States,North America,2020,$128M,Cowboy Ventures, Leaders Fund, GGV Capital,,3
DriveNets,$1B,27-01-2021,Internet software & services,Ra'anana,Israel,Asia,2015,$325M,Bessemer Venture Partners, Pitango Venture Capital, D1 Capital Partners,,3
Dune Analytics,$1B,02-02-2022,Data management & analytics,Oslo,Norway,Europe,2018,$79M,Multicoin Capital, Coatue Management, Dragonfly Capital Partners,,3
Dxy.cn,$1B,10-04-2018,Health,Hangzhou,China,Asia,2000,$682M,Tencent Holdings, DCM Ventures,,,2
EBANX,$1B,16-10-2019,Fintech,Curitiba,Brazil,South America,2012,$460M,FTV Capital, Endeavor,,,2
EcoFlow,$1B,10-06-2021,Hardware,Shenzhen,China,Asia,2017,$105M,Delian Capital, China International Capital Corporation, Sequoia Capital China,,3
Electric,$1B,29-03-2022,Cybersecurity,New York,United States,North America,2016,$209M,Primary Venture Partners, Bessemer Venture Partners, Harmonic Growth Partners,,3
Emerging Markets Property Group,$1B,28-04-2020,Other,Dubai,United Arab Emirates,Asia,2015,$279M,OLX Group, KCK Group, EXOR Seeds,,3
Esusu,$1B,27-01-2022,Fintech,New York,United States,North America,2015,$145M,Next Play Ventures, Zeal Capital Partners, SoftBank Group,,3
Evidation,$1B,22-03-2021,Health,San Mateo,United States,North America,2012,$259M,B Capital Group,, GE Ventures, McKesson Ventures,3
Expel,$1B,18-11-2021,Cybersecurity,Herndon,United States,North America,2016,$258M,Paladin Capital Group, Greycroft, Scale Venture Partners,,3
Fabric,$1B,26-10-2021,"Supply chain, logistics, & delivery",New York,United States,North America,2015,$294M,Innovation Endeavors, Aleph, Temasek,,3
Feedzai,$1B,24-03-2021,Artificial intelligence,San Mateo,United States,North America,2009,$277M,Global Founders Capital, Shea Ventures, Greycroft,,3
Fever Labs,$1B,26-01-2022,Internet software & services,New York,United States,North America,2012,$299M,Accel, 14W, GS Growth,,3
Fiture,$1B,14-04-2021,Health,Chengdu,China,Asia,2019,$391M,Bertelsmann Asia Investments, Sequoia Capital China, NIO Capital,,3
FLASH,$1B,16-03-2022,Fintech,Austin,United States,North America,2011,$314M,L Catterton, Trellis Partners, Vista Equity Partners,,3
Flash Express,$1B,01-02-2021,"Supply chain, logistics, & delivery",Bangkok,Thailand,Asia,2017,$350M,SCB 10X, Krungsri Finnovate, eWTP Capital,,3
FlashEx,$1B,27-08-2018,"Supply chain, logistics, & delivery",Beijing,China,Asia,2014,$359M,Prometheus Capital, Matrix Partners China, JD Capital Management,,3
Fractal Analytics,$1B,05-01-2022,Data management & analytics,Mumbai,India,Asia,2000,$685M,TPG Capital, Apax Partners, TA Associates,,3
Freshbooks,$1B,10-08-2021,Fintech,Toronto,Canada,North America,2004,$156M,Accomplice, Oak Investment Partners, Georgian Partners,,3
FXiaoKe,$1B,02-07-2015,Mobile & telecommunications,Beijing,China,Asia,2011,$283M,IDG Capital, Northern Light Venture Capital, DCM Ventures,,3
Gauntlet Networks,$1B,07-03-2022,Fintech,New York,United States,North America,2018,$45M,Polychain Capital, Paradigm, Ribbit Capital,,3
Geek+,$1B,21-11-2018,Hardware,Beijing,China,Asia,2015,$439M,Volcanics Ventures, Vertex Ventures China, Warburg Pincus,,3
Gelato,$1B,16-08-2021,E-commerce & direct-to-consumer,Oslo,Norway,Europe,2007,$269M,Greylock Partners, Google Ventures, BlackRock,,3
Glia,$1B,21-03-2022,Fintech,New York,United States,North America,2012,$152M,Wildcat Capital Management, Insight Partners, Tola Capital,,3
GO1,$1B,19-07-2021,Internet software & services,Brisbane,Australia,Oceania,2015,$284M,Y Combinator, M12, SEEK,,3
Groq,$1B,14-04-2021,Artificial intelligence,Mountain View,United States,North America,2016,$362M,TDK Ventures, Social Capital, D1 Capital Partners,,3
Hailo,$1B,12-10-2021,Artificial intelligence,Tel Aviv,Israel,Asia,2017,$221M,Glory Ventures, Maniv Mobility,,,2
Haomao.AI,$1B,22-12-2021,Artificial Intelligence,Beijing,China,Asia,2019,$157M,Qualcomm Ventures, Nine Intelligence Capital, Hillhouse Capital Management,,3
Hasura,$1B,22-02-2022,Internet software & services,Bengaluru,India,Asia,2017,$137M,Nexus Venture Partners, Vertex Ventures, STRIVE,,3
HAYDON,$1B,24-09-2021,Consumer & retail,Shanghai,China,Asia,2020,$100M,Tencent Holdings, Hillhouse Capital Management,,,2
Heyday,$1B,16-11-2021,E-commerce & direct-to-consumer,Chicago,United States,North America,2017,$800M,Khosla Ventures,General Catalyst, Victory Park Capital,,3
HMD Global,$1B,21-05-2018,Mobile & telecommunications,Espoo,Finland,Europe,2016,$330M,Ginko Ventures,,,,1
Hotmart,$1B,17-03-2020,E-commerce & direct-to-consumer,Amsterdam,Netherlands,Europe,2011,$127M,Technology Crossover Ventures, Alkeon Capital Management, General Atlantic,,3
Huike Group,$1B,24-05-2018,Edtech,Beijing,China,Asia,2010,$302M,Fosun RZ Capital, Oceanwide Holdings, Shenzhen Qianhe Capital Management Co.,,3
Human Interest,$1B,04-08-2021,Fintech,San Francisco,United States,North America,2015,$337M,Wing Venture Capital, Slow Ventures, Uncork Capital,,3
Ibotta,$1B,06-08-2019,Fintech,Denver,United States,North America,2011,$93M,Koch Disruptive Technologies, Teamworthy Ventures, GGV Capital,,3
iCarbonX,$1B,12-04-2016,Artificial intelligence,Shenzhen,China,Asia,2015,$200M,Tencent, Vcanbio,,,2
iFood,$1B,13-11-2018,"Supply chain, logistics, & delivery",Osasco,Brazil,South America,2011,$592M,Movile, Just Eat, Naspers,,3
InFarm,$1B,16-12-2021,Other,Berlin,Germany,Europe,2013,$600M,Atomico, Hanaco Venture Capital, TriplePoint Capital,,3
Infobip,$1B,30-07-2020,Mobile & telecommunications,Vodnjan,Croatia,Europe,2006,$200M,One Equity Partners,,,,1
Injective Protocol,$1B,20-04-2021,Fintech,New York,United States,North America,2018,$17M,Pantera Capital, Cadenza Ventures, BlockTower Capital,,3
Intellifusion,$1B,22-03-2019,Artificial intelligence,Shenzhen,China,Asia,2014,$173M,BOC International, TopoScend Capital, Hongxiu VC,,3
Interos,$1B,22-07-2021,Fintech,Arlington,United States,North America,2005,$135M,Kleiner Perkins Caufield & Byers, NightDragon Security, Venrock,,3
Iodine Software,$1B,01-12-2021,Data management & analytics,Austin,United States,North America,2010,Unknown,Advent International, Bain Capital Ventures, Silversmith Capital Partners,,3
JoyTunes,$1B,21-06-2021,Edtech,Tel Aviv,Israel,Asia,2011,$92M,Genesis Partners, Aleph, Insight Partners,,3
Kendra Scott,$1B,21-12-2016,Consumer & retail,Austin,United States,North America,2002,Unknown,Berkshire Partners, Norwest Venture Partners,,,2
Kitopi,$1B,01-07-2021,"Supply chain, logistics, & delivery",Dubai,United Arab Emirates,Asia,2018,$504M,CE-Ventures, BECO Capital, Nordstar,,3
KnowBox,$1B,30-05-2019,Edtech,Beijing,China,Asia,2014,$306M,TAL Education Group, Legend Star, Alibaba Group,,3
Kopi Kenangan,$1B,27-12-2021,Consumer & retail,Jakarta,Indonesia,Asia,2017,$333M,Horizons Ventures, Sequoia Capital India, Alpha JWC Ventures,,3
Lamabang,$1B,06-03-2015,E-commerce & direct-to-consumer,Shenzhen,China,Asia,2011,$130M,5Y Capital, Matrix Partners China, K2VC,,3
LayerZero Labs,$1B,30-03-2022,Internet software & services,New York,United States,North America,2021,$143M,Andreessen Horowitz, FTX Ventures, Tiger Global Management,,3
Lessen,$1B,30-11-2021,Internet software & services,Scottsdale,United States,North America,2019,$205M,Khosla Ventures, General Catalyst, Navitas Capital,,3
LetsGetChecked,$1B,07-06-2021,Health,Dublin,Ireland,Europe,2015,$263M,Optum Ventures, Qiming Venture Partners, Transformation Capital,,3
Licious,$1B,05-10-2021,E-commerce & direct-to-consumer,Bengaluru,India,Asia,2015,$489M,3one4 Capital Partners, Bertelsmann India Investments, Vertex Ventures SE Asia,,3
LinkDoc Technology,$1B,05-07-2018,Health,Beijing,China,Asia,2014,$253M,China Investment Corporation, New Enterprise Associates,,,2
Locus Robotics,$1B,17-02-2021,Hardware,Wilmington,United States,North America,2014,$299M,Scale Venture Partners, Bond, Tiger Global Management,,3
Lookout,$1B,10-10-2013,Cybersecurity,San Francisco,United States,North America,2007,$282M,Accel Partners, Greylock Partners, Lowercase Capital,,3
Lydia,$1B,08-12-2021,Fintech,Paris,France,Europe,2011,$263M,NewAlpha, XAnge Private Equity, Tencent Holdings,,3
MadeiraMadeira,$1B,07-01-2021,E-commerce & direct-to-consumer,Parana,Brazil,South America,2009,$336M,Flybridge Capital Partners, SoftBank Group, Monashees+,,3
Maimai,$1B,15-11-2017,Mobile & telecommunications,Beijing,China,Asia,2013,$300M,Morningside Venture Capital, IDG Capital, DCM Ventures,,3
Mammoth Biosciences,$1B,09-09-2021,Health,Brisbane,United States,North America,2017,$265M,NFX, Plum Alley, Mayfield,,3
Masterworks,$1B,05-10-2021,Fintech,New York,United States,North America,2017,$110M,Left Lane Capital, Galaxy Interactive, Tru Arrow Partners,,3
Maven Clinic,$1B,17-08-2021,Health,New York,United States,North America,2014,$202M,Female Founders Fund, Oak HC/FT Partners, Sequoia Capital,,3
MediaMath,$1B,10-07-2018,Internet software & services,New York,United States,North America,2007,$325M,Silicon Valley Bank, QED Investors, European Founders Fund,,3
Meero,$1B,18-06-2019,Artificial intelligence,Paris,France,Europe,2016,$293M,Aglae Ventures, Global Founders Capital, Alven Capital,,3
Mensa Brands,$1B,16-11-2021,Other,Bengaluru,India,Asia,2021,$218M,Accel, Falcon Edge Capital, Norwest Venture Partners,,3
